2, 2, 2
2, 2, 6
2, 2, 10
2, 2, 14
2, 2, 18
2, 2, 22
2, 2, 26
2, 2, 30
2, 2, 34
2, 2, 38
2, 2, 42
2, 2, 46
2, 2, 50
2, 2, 54
2, 2, 58
2, 2, 62
2, 2, 66
2, 2, 70
2, 2, 74
2, 2, 78
2, 2, 82
2, 2, 86
2, 2, 90
2, 2, 94
2, 2, 98
2, 4, 4
2, 4, 12
2, 4, 20
2, 4, 28
2, 4, 36
2, 4, 44
2, 4, 52
2, 4, 60
2, 4, 68
2, 4, 76
2, 4, 84
2, 4, 92
2, 6, 6
2, 6, 18
2, 6, 30
2, 6, 42
2, 6, 54
2, 6, 66
2, 6, 78
2, 6, 90
2, 8, 8
2, 8, 24
2, 8, 40
2, 8, 56
2, 8, 72
2, 8, 88
2, 10, 10
2, 10, 30
2, 10, 50
2, 10, 70
2, 10, 90
2, 12, 12
2, 12, 36
2, 12, 60
2, 12, 84
2, 14, 14
2, 14, 42
2, 14, 70
2, 14, 98
2, 16, 16
2, 16, 48
2, 16, 80
2, 18, 18
2, 18, 54
2, 18, 90
2, 20, 20
2, 20, 60
2, 22, 22
2, 22, 66
2, 24, 24
2, 24, 72
2, 26, 26
2, 26, 78
2, 28, 28
2, 28, 84
2, 30, 30
2, 30, 90
2, 32, 32
2, 32, 96
2, 34, 34
2, 36, 36
2, 38, 38
2, 40, 40
2, 42, 42
2, 44, 44
2, 46, 46
2, 48, 48
2, 50, 50
2, 52, 52
2, 54, 54
2, 56, 56
2, 58, 58
2, 60, 60
2, 62, 62
2, 64, 64
2, 66, 66
2, 68, 68
2, 70, 70
2, 72, 72
2, 74, 74
2, 76, 76
2, 78, 78
2, 80, 80
2, 82, 82
2, 84, 84
2, 86, 86
2, 88, 88
2, 90, 90
2, 92, 92
2, 94, 94
2, 96, 96
2, 98, 98
3, 3, 3
3, 3, 6
3, 3, 12
3, 3, 15
3, 3, 21
3, 3, 24
3, 3, 30
3, 3, 33
3, 3, 39
3, 3, 42
3, 3, 48
3, 3, 51
3, 3, 57
3, 3, 60
3, 3, 66
3, 3, 69
3, 3, 75
3, 3, 78
3, 3, 84
3, 3, 87
3, 3, 93
3, 3, 96
3, 6, 6
3, 6, 12
3, 6, 24
3, 6, 30
3, 6, 42
3, 6, 48
3, 6, 60
3, 6, 66
3, 6, 78
3, 6, 84
3, 6, 96
3, 9, 9
3, 9, 18
3, 9, 36
3, 9, 45
3, 9, 63
3, 9, 72
3, 9, 90
3, 9, 99
3, 12, 12
3, 12, 24
3, 12, 48
3, 12, 60
3, 12, 84
3, 12, 96
3, 15, 15
3, 15, 30
3, 15, 60
3, 15, 75
3, 18, 18
3, 18, 36
3, 18, 72
3, 18, 90
3, 21, 21
3, 21, 42
3, 21, 84
3, 24, 24
3, 24, 48
3, 24, 96
3, 27, 27
3, 27, 54
3, 30, 30
3, 30, 60
3, 33, 33
3, 33, 66
3, 36, 36
3, 36, 72
3, 39, 39
3, 39, 78
3, 42, 42
3, 42, 84
3, 45, 45
3, 45, 90
3, 48, 48
3, 48, 96
3, 51, 51
3, 54, 54
3, 57, 57
3, 60, 60
3, 63, 63
3, 66, 66
3, 69, 69
3, 72, 72
3, 75, 75
3, 78, 78
3, 81, 81
3, 84, 84
3, 87, 87
3, 90, 90
3, 93, 93
3, 96, 96
3, 99, 99
4, 2, 4
4, 2, 12
4, 2, 20
4, 2, 28
4, 2, 36
4, 2, 44
4, 2, 52
4, 2, 60
4, 2, 68
4, 2, 76
4, 2, 84
4, 2, 92
4, 4, 4
4, 4, 8
4, 4, 12
4, 4, 20
4, 4, 24
4, 4, 28
4, 4, 36
4, 4, 40
4, 4, 44
4, 4, 52
4, 4, 56
4, 4, 60
4, 4, 68
4, 4, 72
4, 4, 76
4, 4, 84
4, 4, 88
4, 4, 92
4, 6, 12
4, 6, 36
4, 6, 60
4, 6, 84
4, 8, 8
4, 8, 16
4, 8, 24
4, 8, 40
4, 8, 48
4, 8, 56
4, 8, 72
4, 8, 80
4, 8, 88
4, 10, 20
4, 10, 60
4, 12, 12
4, 12, 24
4, 12, 36
4, 12, 60
4, 12, 72
4, 12, 84
4, 14, 28
4, 14, 84
4, 16, 16
4, 16, 32
4, 16, 48
4, 16, 80
4, 16, 96
4, 18, 36
4, 20, 20
4, 20, 40
4, 20, 60
4, 22, 44
4, 24, 24
4, 24, 48
4, 24, 72
4, 26, 52
4, 28, 28
4, 28, 56
4, 28, 84
4, 30, 60
4, 32, 32
4, 32, 64
4, 32, 96
4, 34, 68
4, 36, 36
4, 36, 72
4, 38, 76
4, 40, 40
4, 40, 80
4, 42, 84
4, 44, 44
4, 44, 88
4, 46, 92
4, 48, 48
4, 48, 96
4, 52, 52
4, 56, 56
4, 60, 60
4, 64, 64
4, 68, 68
4, 72, 72
4, 76, 76
4, 80, 80
4, 84, 84
4, 88, 88
4, 92, 92
4, 96, 96
5, 5, 5
5, 5, 10
5, 5, 15
5, 5, 20
5, 5, 30
5, 5, 35
5, 5, 40
5, 5, 45
5, 5, 55
5, 5, 60
5, 5, 65
5, 5, 70
5, 5, 80
5, 5, 85
5, 5, 90
5, 5, 95
5, 10, 10
5, 10, 20
5, 10, 30
5, 10, 40
5, 10, 60
5, 10, 70
5, 10, 80
5, 10, 90
5, 15, 15
5, 15, 30
5, 15, 45
5, 15, 60
5, 15, 90
5, 20, 20
5, 20, 40
5, 20, 60
5, 20, 80
5, 25, 25
5, 25, 50
5, 25, 75
5, 30, 30
5, 30, 60
5, 30, 90
5, 35, 35
5, 35, 70
5, 40, 40
5, 40, 80
5, 45, 45
5, 45, 90
5, 50, 50
5, 55, 55
5, 60, 60
5, 65, 65
5, 70, 70
5, 75, 75
5, 80, 80
5, 85, 85
5, 90, 90
5, 95, 95
6, 2, 6
6, 2, 18
6, 2, 30
6, 2, 42
6, 2, 54
6, 2, 66
6, 2, 78
6, 2, 90
6, 3, 6
6, 3, 12
6, 3, 24
6, 3, 30
6, 3, 42
6, 3, 48
6, 3, 60
6, 3, 66
6, 3, 78
6, 3, 84
6, 3, 96
6, 4, 12
6, 4, 36
6, 4, 60
6, 4, 84
6, 6, 6
6, 6, 12
6, 6, 18
6, 6, 24
6, 6, 30
6, 6, 42
6, 6, 48
6, 6, 54
6, 6, 60
6, 6, 66
6, 6, 78
6, 6, 84
6, 6, 90
6, 6, 96
6, 8, 24
6, 8, 72
6, 9, 18
6, 9, 36
6, 9, 72
6, 9, 90
6, 10, 30
6, 10, 90
6, 12, 12
6, 12, 24
6, 12, 36
6, 12, 48
6, 12, 60
6, 12, 84
6, 12, 96
6, 14, 42
6, 15, 30
6, 15, 60
6, 16, 48
6, 18, 18
6, 18, 36
6, 18, 54
6, 18, 72
6, 18, 90
6, 20, 60
6, 21, 42
6, 21, 84
6, 22, 66
6, 24, 24
6, 24, 48
6, 24, 72
6, 24, 96
6, 26, 78
6, 27, 54
6, 28, 84
6, 30, 30
6, 30, 60
6, 30, 90
6, 32, 96
6, 33, 66
6, 36, 36
6, 36, 72
6, 39, 78
6, 42, 42
6, 42, 84
6, 45, 90
6, 48, 48
6, 48, 96
6, 54, 54
6, 60, 60
6, 66, 66
6, 72, 72
6, 78, 78
6, 84, 84
6, 90, 90
6, 96, 96
7, 7, 7
7, 7, 14
7, 7, 21
7, 7, 28
7, 7, 35
7, 7, 42
7, 7, 56
7, 7, 63
7, 7, 70
7, 7, 77
7, 7, 84
7, 7, 91
7, 14, 14
7, 14, 28
7, 14, 42
7, 14, 56
7, 14, 70
7, 14, 84
7, 21, 21
7, 21, 42
7, 21, 63
7, 21, 84
7, 28, 28
7, 28, 56
7, 28, 84
7, 35, 35
7, 35, 70
7, 42, 42
7, 42, 84
7, 49, 49
7, 49, 98
7, 56, 56
7, 63, 63
7, 70, 70
7, 77, 77
7, 84, 84
7, 91, 91
7, 98, 98
8, 2, 8
8, 2, 24
8, 2, 40
8, 2, 56
8, 2, 72
8, 2, 88
8, 4, 8
8, 4, 16
8, 4, 24
8, 4, 40
8, 4, 48
8, 4, 56
8, 4, 72
8, 4, 80
8, 4, 88
8, 6, 24
8, 6, 72
8, 8, 8
8, 8, 16
8, 8, 24
8, 8, 32
8, 8, 40
8, 8, 48
8, 8, 56
8, 8, 72
8, 8, 80
8, 8, 88
8, 8, 96
8, 10, 40
8, 12, 24
8, 12, 48
8, 12, 72
8, 14, 56
8, 16, 16
8, 16, 32
8, 16, 48
8, 16, 64
8, 16, 80
8, 16, 96
8, 18, 72
8, 20, 40
8, 20, 80
8, 22, 88
8, 24, 24
8, 24, 48
8, 24, 72
8, 24, 96
8, 28, 56
8, 32, 32
8, 32, 64
8, 32, 96
8, 36, 72
8, 40, 40
8, 40, 80
8, 44, 88
8, 48, 48
8, 48, 96
8, 56, 56
8, 64, 64
8, 72, 72
8, 80, 80
8, 88, 88
8, 96, 96
9, 3, 9
9, 3, 18
9, 3, 36
9, 3, 45
9, 3, 63
9, 3, 72
9, 3, 90
9, 3, 99
9, 6, 18
9, 6, 36
9, 6, 72
9, 6, 90
9, 9, 9
9, 9, 18
9, 9, 27
9, 9, 36
9, 9, 45
9, 9, 54
9, 9, 63
9, 9, 72
9, 9, 90
9, 9, 99
9, 12, 36
9, 12, 72
9, 15, 45
9, 15, 90
9, 18, 18
9, 18, 36
9, 18, 54
9, 18, 72
9, 18, 90
9, 21, 63
9, 24, 72
9, 27, 27
9, 27, 54
9, 27, 81
9, 30, 90
9, 33, 99
9, 36, 36
9, 36, 72
9, 45, 45
9, 45, 90
9, 54, 54
9, 63, 63
9, 72, 72
9, 81, 81
9, 90, 90
9, 99, 99
10, 2, 10
10, 2, 30
10, 2, 50
10, 2, 70
10, 2, 90
10, 4, 20
10, 4, 60
10, 5, 10
10, 5, 20
10, 5, 30
10, 5, 40
10, 5, 60
10, 5, 70
10, 5, 80
10, 5, 90
10, 6, 30
10, 6, 90
10, 8, 40
10, 10, 10
10, 10, 20
10, 10, 30
10, 10, 40
10, 10, 50
10, 10, 60
10, 10, 70
10, 10, 80
10, 10, 90
10, 12, 60
10, 14, 70
10, 15, 30
10, 15, 60
10, 15, 90
10, 16, 80
10, 18, 90
10, 20, 20
10, 20, 40
10, 20, 60
10, 20, 80
10, 25, 50
10, 30, 30
10, 30, 60
10, 30, 90
10, 35, 70
10, 40, 40
10, 40, 80
10, 45, 90
10, 50, 50
10, 60, 60
10, 70, 70
10, 80, 80
10, 90, 90
11, 11, 11
11, 11, 22
11, 11, 33
11, 11, 44
11, 11, 55
11, 11, 66
11, 11, 77
11, 11, 88
11, 11, 99
11, 22, 22
11, 22, 44
11, 22, 66
11, 22, 88
11, 33, 33
11, 33, 66
11, 33, 99
11, 44, 44
11, 44, 88
11, 55, 55
11, 66, 66
11, 77, 77
11, 88, 88
11, 99, 99
12, 2, 12
12, 2, 36
12, 2, 60
12, 2, 84
12, 3, 12
12, 3, 24
12, 3, 48
12, 3, 60
12, 3, 84
12, 3, 96
12, 4, 12
12, 4, 24
12, 4, 36
12, 4, 60
12, 4, 72
12, 4, 84
12, 6, 12
12, 6, 24
12, 6, 36
12, 6, 48
12, 6, 60
12, 6, 84
12, 6, 96
12, 8, 24
12, 8, 48
